,MATCH_DATE,LEAGUE_NAME,SEASON,LEAGUE,FINISHED,LOCATION,VIEWER,MATCHDAY,MATCHDAY_NR,HOME_TEAM_ID,HOME_TEAM_NAME,HOME_TEAM,HOME_ICON,AWAY_TEAM_ID,AWAY_TEAM_NAME,AWAY_TEAM,AWAY_ICON,GOALS_HOME,GOALS_AWAY,DRAW,WIN_HOME,WIN_AWAY
10,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gladbach,,2. Spieltag,2,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,1,1,1.0,0.0,0.0
11,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Dortmund,,2. Spieltag,2,7,Borussia Dortmund,BVB,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,9,FC Schalke 04,Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,1,2,0.0,0.0,1.0
12,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Berlin,,2. Spieltag,2,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,91,Eintracht Frankfurt,Frankfurt,https://i.imgur.com/X8NFkOb.png,2,0,0.0,1.0,0.0
13,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Kaiserslautern,,2. Spieltag,2,76,1. FC Kaiserslautern,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,107,MSV Duisburg,Duisburg,https://upload.wikimedia.org/wikipedia/en/c/c8/Msv_duisburg%28new%29.svg,5,3,0.0,1.0,0.0
14,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Nürnberg,,2. Spieltag,2,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,55,Hannover 96,Hannover,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,1,1,1.0,0.0,0.0
15,2005-08-13 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bielefeld,,2. Spieltag,2,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,100,Hamburger SV,HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,0,2,0.0,0.0,1.0
16,2005-08-14 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Stuttgart,,2. Spieltag,2,16,VfB Stuttgart,Stuttgart,https://i.imgur.com/v0tkpNx.png,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,2,3,0.0,0.0,1.0
17,2005-08-14 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Mainz,,2. Spieltag,2,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,0,2,0.0,0.0,1.0
18,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Köln,,3. Spieltag,3,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,76,1. FC Kaiserslautern,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,2,3,0.0,0.0,1.0
19,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gelsenkirchen,,3. Spieltag,3,9,FC Schalke 04,Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,1,1,1.0,0.0,0.0
20,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Hamburg,,3. Spieltag,3,100,Hamburger SV,HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,55,Hannover 96,Hannover,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,1,1,1.0,0.0,0.0
21,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Wolfsburg,,3. Spieltag,3,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,6,Bayer Leverkusen,Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,2,1,0.0,1.0,0.0
22,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bremen,,3. Spieltag,3,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,16,VfB Stuttgart,Stuttgart,https://i.imgur.com/v0tkpNx.png,1,1,1.0,0.0,0.0
23,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,München,,3. Spieltag,3,40,FC Bayern München,Bayern,https://i.imgur.com/jJEsJrj.png,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,3,0,0.0,1.0,0.0
24,2005-08-27 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Frankfurt,,3. Spieltag,3,91,Eintracht Frankfurt,Frankfurt,https://i.imgur.com/X8NFkOb.png,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,1,0,0.0,1.0,0.0
25,2005-08-28 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Duisburg,,3. Spieltag,3,107,MSV Duisburg,Duisburg,https://upload.wikimedia.org/wikipedia/en/c/c8/Msv_duisburg%28new%29.svg,7,Borussia Dortmund,BVB,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,1,1,1.0,0.0,0.0
26,2005-08-28 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bielefeld,,3. Spieltag,3,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,2,0,0.0,1.0,0.0
27,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Leverkusen,,4. Spieltag,4,6,Bayer Leverkusen,Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,9,FC Schalke 04,Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,1,1,1.0,0.0,0.0
28,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gladbach,,4. Spieltag,4,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,107,MSV Duisburg,Duisburg,https://upload.wikimedia.org/wikipedia/en/c/c8/Msv_duisburg%28new%29.svg,2,1,0.0,1.0,0.0
29,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Kaiserslautern,,4. Spieltag,4,76,1. FC Kaiserslautern,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,1,5,0.0,0.0,1.0
30,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Nürnberg,,4. Spieltag,4,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,40,FC Bayern München,Bayern,https://i.imgur.com/jJEsJrj.png,1,2,0.0,0.0,1.0
31,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Stuttgart,,4. Spieltag,4,16,VfB Stuttgart,Stuttgart,https://i.imgur.com/v0tkpNx.png,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,1,1,1.0,0.0,0.0
32,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Mainz,,4. Spieltag,4,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,100,Hamburger SV,HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,1,3,0.0,0.0,1.0
33,2005-09-10 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Hannover,,4. Spieltag,4,55,Hannover 96,Hannover,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,91,Eintracht Frankfurt,Frankfurt,https://i.imgur.com/X8NFkOb.png,2,0,0.0,1.0,0.0
34,2005-09-11 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Dortmund,,4. Spieltag,4,7,Borussia Dortmund,BVB,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,2,1,0.0,1.0,0.0
35,2005-09-11 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Berlin,,4. Spieltag,4,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,3,0,0.0,1.0,0.0
36,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Köln,,5. Spieltag,5,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,2,1,0.0,1.0,0.0
37,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Hamburg,,5. Spieltag,5,100,Hamburger SV,HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,91,Eintracht Frankfurt,Frankfurt,https://i.imgur.com/X8NFkOb.png,1,1,1.0,0.0,0.0
38,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Wolfsburg,,5. Spieltag,5,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,1,1,1.0,0.0,0.0
39,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bremen,,5. Spieltag,5,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,7,Borussia Dortmund,BVB,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,3,2,0.0,1.0,0.0
40,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,München,,5. Spieltag,5,40,FC Bayern München,Bayern,https://i.imgur.com/jJEsJrj.png,55,Hannover 96,Hannover,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,1,0,0.0,1.0,0.0
41,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Mainz,,5. Spieltag,5,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,16,VfB Stuttgart,Stuttgart,https://i.imgur.com/v0tkpNx.png,1,2,0.0,0.0,1.0
42,2005-09-17 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bielefeld,,5. Spieltag,5,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,76,1. FC Kaiserslautern,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,0,0,1.0,0.0,0.0
43,2005-09-18 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Duisburg,,5. Spieltag,5,107,MSV Duisburg,Duisburg,https://upload.wikimedia.org/wikipedia/en/c/c8/Msv_duisburg%28new%29.svg,6,Bayer Leverkusen,Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,1,3,0.0,0.0,1.0
44,2005-09-18 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gelsenkirchen,,5. Spieltag,5,9,FC Schalke 04,Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,0,0,1.0,0.0,0.0
45,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gladbach,,6. Spieltag,6,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,2,1,0.0,1.0,0.0
46,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Dortmund,,6. Spieltag,6,7,Borussia Dortmund,BVB,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,2,0,0.0,1.0,0.0
47,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Frankfurt,,6. Spieltag,6,91,Eintracht Frankfurt,Frankfurt,https://i.imgur.com/X8NFkOb.png,40,FC Bayern München,Bayern,https://i.imgur.com/jJEsJrj.png,0,1,0.0,0.0,1.0
48,2005-09-20 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Hannover,,6. Spieltag,6,55,Hannover 96,Hannover,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,2,4,0.0,0.0,1.0
49,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Leverkusen,,6. Spieltag,6,6,Bayer Leverkusen,Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,2,1,0.0,1.0,0.0
50,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Berlin,,6. Spieltag,6,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,107,MSV Duisburg,Duisburg,https://upload.wikimedia.org/wikipedia/en/c/c8/Msv_duisburg%28new%29.svg,3,2,0.0,1.0,0.0
51,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Kaiserslautern,,6. Spieltag,6,76,1. FC Kaiserslautern,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,0,2,0.0,0.0,1.0
52,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Nürnberg,,6. Spieltag,6,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,9,FC Schalke 04,Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,1,1,1.0,0.0,0.0
53,2005-09-21 20:00:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Stuttgart,,6. Spieltag,6,16,VfB Stuttgart,Stuttgart,https://i.imgur.com/v0tkpNx.png,100,Hamburger SV,HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,1,2,0.0,0.0,1.0
54,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Duisburg,,7. Spieltag,7,107,MSV Duisburg,Duisburg,https://upload.wikimedia.org/wikipedia/en/c/c8/Msv_duisburg%28new%29.svg,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,1,0,0.0,1.0,0.0
55,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gelsenkirchen,,7. Spieltag,7,9,FC Schalke 04,Schalke,https://upload.wikimedia.org/wikipedia/commons/9/97/FC_Schalke_04_Logo.png,55,Hannover 96,Hannover,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,2,0,0.0,1.0,0.0
56,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Hamburg,,7. Spieltag,7,100,Hamburger SV,HSV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,40,FC Bayern München,Bayern,https://i.imgur.com/jJEsJrj.png,2,0,0.0,1.0,0.0
57,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Wolfsburg,,7. Spieltag,7,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,91,Eintracht Frankfurt,Frankfurt,https://i.imgur.com/X8NFkOb.png,1,0,0.0,1.0,0.0
58,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bremen,,7. Spieltag,7,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,6,Bayer Leverkusen,Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,2,1,0.0,1.0,0.0
59,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Mainz,,7. Spieltag,7,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,7,Borussia Dortmund,BVB,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,1,1,1.0,0.0,0.0
60,2005-09-24 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Bielefeld,,7. Spieltag,7,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,0,2,0.0,0.0,1.0
61,2005-09-25 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Köln,,7. Spieltag,7,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,0,1,0.0,0.0,1.0
62,2005-09-25 17:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Stuttgart,,7. Spieltag,7,16,VfB Stuttgart,Stuttgart,https://i.imgur.com/v0tkpNx.png,76,1. FC Kaiserslautern,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/d/d3/Logo_1_FC_Kaiserslautern.svg,1,0,0.0,1.0,0.0
63,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Leverkusen,,8. Spieltag,8,6,Bayer Leverkusen,Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,83,Arminia Bielefeld,Bielefeld,https://upload.wikimedia.org/wikipedia/commons/f/f1/Logo_mit_Rand.png,1,1,1.0,0.0,0.0
64,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Gladbach,,8. Spieltag,8,87,Borussia Mönchengladbach,Gladbach,https://i.imgur.com/KSIk0Eu.png,81,1. FSV Mainz 05,Mainz,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,1,0,0.0,1.0,0.0
65,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Berlin,,8. Spieltag,8,54,Hertha BSC,Hertha,https://i.imgur.com/apFwbYZ.png,134,Werder Bremen,Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,1,2,0.0,0.0,1.0
66,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,Nürnberg,,8. Spieltag,8,79,1. FC Nürnberg,Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,65,1. FC Köln,Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,2,1,0.0,1.0,0.0
67,2005-10-01 15:30:00,1. Fussball-Bundesliga 2005/2006,2005,bl1,True,München,,8. Spieltag,8,40,FC Bayern München,Bayern,https://i.imgur.com/jJEsJrj.png,131,VfL Wolfsburg,Wolfsburg,https://i.imgur.com/ucqKV4B.png,2,0,0.0,1.0,0.0
